Composer,Work,Track,Valence,Arousal,Quadrant
Schubert,數綿羊音樂盒,"Impromptus, D 899, Opus 90 (1827) No. 4 Music Box",0.0937,0.0545,3
Schubert,數綿羊音樂盒,"Impromptus, D 935, Opus posth. 142 No. 1 Music Box",0.115,0.0875,3
Schubert,數綿羊音樂盒,"Impromptus, D 935, Opus posth. 142 No. 2 Music Box",0.0444,0.0433,3
Schubert,數綿羊音樂盒,"Impromptus, D 935, Opus posth. 142 No. 3 Music Box",0.11199999999999999,0.13699999999999998,3
Schubert,數綿羊音樂盒,"Impromptus, D 935, Opus posth. 142 No. 4 Music Box",0.0667,0.115,3
Schubert,數綿羊音樂盒,"Moments musicaux, D 780, Opus 94 (1828) No. 1 Music Box",0.0641,0.124,3
Schubert,數綿羊音樂盒,"Moments musicaux, D 780, Opus 94 (1828) No. 2 Music Box",0.14,0.0538,3
Schubert,數綿羊音樂盒,"Moments musicaux, D 780, Opus 94 (1828) No. 3 Music Box",0.18600000000000003,0.09300000000000001,3
Schubert,數綿羊音樂盒,"Moments musicaux, D 780, Opus 94 (1828) No. 4 Music Box",0.0734,0.14800000000000002,3
Schubert,數綿羊音樂盒,"Moments musicaux, D 780, Opus 94 (1828) No. 5 Music Box",0.0894,0.0654,3
Schubert,數綿羊音樂盒,"Moments musicaux, D 780, Opus 94 (1828) No. 6 Music Box",0.204,0.00821,3
Schubert,輕聲細語音樂盒,"Fantasia C major (Wanderer) , D 760, Opus 15 (1822) 1. Movement Music Box",0.0396,0.114,3
Schubert,輕聲細語音樂盒,"Fantasia C major (Wanderer) , D 760, Opus 15 (1822) 2. Movement Music Box",0.0375,0.122,3
Schubert,輕聲細語音樂盒,"Fantasia C major (Wanderer) , D 760, Opus 15 (1822) 3. Movement Music Box",0.0367,0.0946,3
Schubert,輕聲細語音樂盒,"Fantasia C major (Wanderer) , D 760, Opus 15 (1822) 4. Movement Music Box",0.0389,0.11900000000000001,3
Schubert,輕聲細語音樂盒,"Piano Sonata in A minor, D 784, Opus 143 (1823) 1. Movement Music Box",0.0596,0.0345,3
Schubert,輕聲細語音樂盒,"Piano Sonata in A minor, D 784, Opus 143 (1823) 2. Movement Music Box",0.059000000000000004,0.0665,3
Schubert,輕聲細語音樂盒,"Piano Sonata in A minor, D 784, Opus 143 (1823) 3. Movement Music Box",0.0374,0.0983,3
Schubert,輕聲細語音樂盒,"Piano Sonata in Bb major, D 960 (1828) 1. Movement Music Box",0.0387,0.0995,3
Schubert,輕聲細語音樂盒,"Piano Sonata in Bb major, D 960 (1828) 2. Movement Music Box",0.0613,0.135,3
Schubert,輕聲細語音樂盒,"Piano Sonata in Bb major, D 960 (1828) 3. Movement Music Box",0.166,0.0891,3
Schubert,輕聲細語音樂盒,"Piano Sonata in Bb major, D 960 (1828) 4. Movement Music Box",0.0872,0.0911,3
Schubert,輕聲細語音樂盒,"Piano Sonata in D major, D 850, Opus 53 (1825) 1. Movement Music Box",0.052000000000000005,0.122,3
Schubert,輕聲細語音樂盒,"Piano Sonata in D major, D 850, Opus 53 (1825) 2. Movement Music Box",0.0402,0.10099999999999999,3
Schubert,輕聲細語音樂盒,"Piano Sonata in D major, D 850, Opus 53 (1825) 3. Movement Music Box",0.12300000000000001,0.0239,3
Schubert,輕聲細語音樂盒,"Piano Sonata in D major, D 850, Opus 53 (1825) 4. Movement Music Box",0.114,0.18899999999999997,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Abegg Variations, Opus 1 (1830) Thema, Var.I, Var.II, Var.III, Finale alla Fantasia",0.147,0.217,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Album for the young, Opus 68 (1848) The happy Farmer",0.7240000000000001,0.0976,4
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Album for the young, Opus 68 (1848) Knecht Ruprecht",0.298,0.2,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Kreisleriana, Opus 16 (1838) No.1",0.172,0.27,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Kreisleriana, Opus 16 (1838) No.2",0.318,0.184,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Kreisleriana, Opus 16 (1838) No.3",0.266,0.16,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Kreisleriana, Opus 16 (1838) No.4",0.606,0.0565,4
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Kreisleriana, Opus 16 (1838) No.5",0.223,0.11199999999999999,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Kreisleriana, Opus 16 (1838) No.6",0.281,0.048,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Kreisleriana, Opus 16 (1838) No.7",0.0913,0.132,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Kreisleriana, Opus 16 (1838) No.8",0.177,0.0809,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) A Tale of Distant Lands",0.768,0.11199999999999999,4
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) Almost Too Serious",0.263,0.109,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) Blindman s Buff",0.8170000000000001,0.212,4
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) By the Fire-side",0.213,0.13699999999999998,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) Curious Story",0.659,0.264,4
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) Great Adventure",0.785,0.214,4
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) Hobgoblin",0.374,0.171,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) In Slumberland",0.18100000000000002,0.0733,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) On the Rocking Horse",0.613,0.298,4
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) Perfect Happiness",0.409,0.20199999999999999,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) Pleading Child",0.0,0.0976,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) Reverie",0.45399999999999996,0.106,3
Schumann,羅伯特·舒曼 鋼琴序集,"Schumann Scenes from Childhood, Opus 15 (1838) The Poet speaks",0.17300000000000001,0.01,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book I, Opus 12 (1867)-No. 2 - Valse",0.40299999999999997,0.10099999999999999,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book I, Opus 12 (1867)-No. 3 - Watchman's song",0.373,0.0909,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book I, Opus 12 (1867)-No. 4 - Fairy Dance",0.679,0.311,4
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book II , Opus 38 (1883)-No. 1 - Berceuse",0.0808,0.218,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book II , Opus 38 (1883)-No. 4 - Halling",0.29100000000000004,0.11800000000000001,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book III, Opus 43 (1886)-No. 1 - Butterfly",0.442,0.308,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book III, Opus 43 (1886)-No. 2 - Solitary Traveller",0.65,0.21100000000000002,4
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book III, Opus 43 (1886)-No. 4 - Little Bird",0.41100000000000003,0.0975,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book III, Opus 43 (1886)-No. 6 - To Spring",0.0833,0.0843,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book IV , Opus 47-No. 2 - Album Leaf",0.0961,0.11800000000000001,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book V, Opus 54 (1891)-No. 2 - Norwegian March",0.40700000000000003,0.201,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book V, Opus 54 (1891)-No. 3 - March of the Dwarfs",0.32899999999999996,0.106,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book VII , Opus 62 (1895)-No. 4 - Brooklet",0.17,0.205,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book VIII, Opus 65-No. 6 - Wedding-day at Troldhaugen",0.0752,0.0844,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book X, Opus 71 (1901)-No. 1 - Once upon a Time",0.13699999999999998,0.0306,3
Edvard Grieg,典藏琴弦,"Edvard Grieg-Lyric Pieces Book X, Opus 71 (1901)-No. 3 - Puck",0.0381,0.233,3
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-January-At the Fireside",0.37200000000000005,0.17600000000000002,3
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-February-Carnival",0.43799999999999994,0.253,3
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-March-Song of the Lark",0.5770000000000001,0.29100000000000004,4
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-April-Snowdrop",0.609,0.353,4
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-May-Starlight Nights",0.267,0.226,3
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-June-Barcarolle",0.39399999999999996,0.35100000000000003,3
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-July-Song of the Reaper",0.319,0.168,3
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-August-Harvest",0.18899999999999997,0.273,3
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-September-The Hunt",0.374,0.27899999999999997,3
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-October-Autumn Song",0.518,0.273,4
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-November-Troika Ride",0.51,0.243,4
Pyotr Ilyich Tchaikovsky,敘篇:柴可夫斯基,"Tchaikovsky The Seasons, Opus 37a (1876)-December-Christmas",0.147,0.183,3
Itmusicstudio,典刻幻想,"Brahms-Sonata C major, Opus 1 (1853) - 1. Movement",0.149,0.105,3
Itmusicstudio,典刻幻想,"Brahms-Sonata C major, Opus 1 (1853) - 2. Movement",0.32299999999999995,0.247,3
Itmusicstudio,典刻幻想,"Brahms-Sonata C major, Opus 1 (1853) - 3. Movement",0.13699999999999998,0.0678,3
Itmusicstudio,典刻幻想,"Brahms-Sonata C major, Opus 1 (1853) - 4. Movement",0.11699999999999999,0.0948,3
Itmusicstudio,典刻幻想,"Brahms-3 Intermezzi, Opus 117 (1892) No.1",0.608,0.231,4
Itmusicstudio,典刻幻想,"Brahms-3 Intermezzi, Opus 117 (1892) No.2",0.47700000000000004,0.223,3
Itmusicstudio,典刻幻想,"Brahms-7 Fantasia, Opus 116 (1892) No. 2 - Intermezzo",0.308,0.14800000000000002,3
Itmusicstudio,典刻幻想,"Brahms-7 Fantasia, Opus 116 (1892) No. 5 - Intermezzo",0.537,0.10800000000000001,4
Itmusicstudio,典刻幻想,"Brahms-7 Fantasia, Opus 116 (1892) No. 6 - Intermezzo",0.28,0.17600000000000002,3
Itmusicstudio,典刻幻想,"Brahms-4 Piano pieces, Opus 119 (1893) Rhapsodie",0.203,0.18600000000000003,3
Itmusicstudio,典刻幻想,Granados-Danzas españolas (1900) No. 2 - Oriental,0.385,0.23199999999999998,3
Itmusicstudio,典刻幻想,Granados-Danzas españolas (1900) No. 3 - Zarabanda,0.517,0.11800000000000001,4
Itmusicstudio,典刻幻想,Granados-Danzas españolas (1900) No. 4 - Villanesca,0.192,0.0747,3
Itmusicstudio,典刻幻想,"Sinding-Rustle of spring, Opus 32 No. 3 - Rustle of spring",0.075,0.253,3
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 1, Opus 19 (1830) No. 1",0.35600000000000004,0.133,3
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 1, Opus 19 (1830) No. 2",0.8290000000000001,0.297,4
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 1, Opus 19 (1830) No. 3",0.29,0.317,3
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 1, Opus 19 (1830) No. 4",0.5770000000000001,0.0733,4
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 1, Opus 19 (1830) No. 5",0.33,0.07,3
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 1, Opus 19 (1830) No. 6",0.752,0.27699999999999997,4
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 2, Opus 30 (1834) No. 1",0.0786,0.233,3
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 2, Opus 30 (1834) No. 2",0.624,0.162,4
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 2, Opus 30 (1834) No. 3",0.64,0.094,4
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 2, Opus 30 (1834) No. 4",0.326,0.294,3
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 2, Opus 30 (1834) No. 5",0.32799999999999996,0.264,3
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 2, Opus 53 (1834) No. 5",0.732,0.239,4
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 5, Opus 62 (1844) No. 3",0.182,0.0507,3
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 5, Opus 62 (1844) No. 4",0.303,0.261,3
Felix Mendelssohn,吉他詩篇,"Mendelssohn Songs without Words Book 5, Opus 62 (1844) No. 5 - Venetian Gondola Song",0.225,0.17600000000000002,3
Itmusicstudio,古典夜未眠,"Borodin-Petite Suite (1885) Au couvent, Andante religioso, C-sharp minor",0.479,0.0586,3
Itmusicstudio,古典夜未眠,"Borodin-Petite Suite (1885) Intermezzo, Tempo di minuetto, F majo",0.43200000000000005,0.248,3
Itmusicstudio,古典夜未眠,"Borodin-Petite Suite (1885) Mazurka I, Allegro, C major",0.294,0.27399999999999997,3
Itmusicstudio,古典夜未眠,"Borodin-Petite Suite (1885) Mazurka II, Allegretto, D-flat major",0.29100000000000004,0.14300000000000002,3
Itmusicstudio,古典夜未眠,"Borodin-Petite Suite (1885) Nocturne, Andantino, G-flat major",0.304,0.355,3
Itmusicstudio,古典夜未眠,"Borodin-Petite Suite (1885) Rêverie, Andante, D-flat major",0.27,0.11599999999999999,3
Itmusicstudio,古典夜未眠,"Borodin-Petite Suite (1885) Serenade, Allegretto, D-flat major",0.0385,0.26,3
Itmusicstudio,古典夜未眠,Mussorgsky-Pictures at an Exhibition (1874) Bydlo,0.446,0.139,3
Itmusicstudio,古典夜未眠,Mussorgsky-Pictures at an Exhibition (1874) Promenade-Gnomus,0.40399999999999997,0.16,3
Itmusicstudio,古典夜未眠,Mussorgsky-Pictures at an Exhibition (1874) Promenade-Il vecchio Castello,0.0821,0.0429,3
Itmusicstudio,古典夜未眠,Mussorgsky-Pictures at an Exhibition (1874) Promenade-The Market Place of Limoges-Catacombae-Con mortuis in lingua mortua,0.0852,0.191,3
Itmusicstudio,古典夜未眠,Mussorgsky-Pictures at an Exhibition (1874) Promenade-The Tuileries,0.474,0.222,3
Itmusicstudio,古典夜未眠,Mussorgsky-Pictures at an Exhibition (1874) Samuel Goldenberg and Schmuyle,0.156,0.131,3
Itmusicstudio,古典夜未眠,Mussorgsky-Pictures at an Exhibition (1874) The Hut on Chicken_s Legs (Baba-Yaga)-The Great Gate of Kiev,0.0939,0.154,3
Itmusicstudio,古典夜未眠,Mussorgsky-Pictures at an Exhibition (1874) Promenade-Ballet of the Unhatched Chickens,0.293,0.114,3
Beethoven,"Sonata No. 5 C minor, Opus 10/1",Movement 1,0.174,0.0265,3
Beethoven,"Sonata No. 5 C minor, Opus 10/1",Movement 2,0.198,0.0035700000000000003,3
Beethoven,"Sonata No. 5 C minor, Opus 10/1",Movement 3,0.19699999999999998,0.0973,3
Beethoven,"Sonata No. 11 Bb major, Opus 22",Movement 1,0.11900000000000001,0.0989,3
Beethoven,"Sonata No. 11 Bb major, Opus 22",Movement 2,0.14,0.165,3
Beethoven,"Sonata No. 11 Bb major, Opus 22",Movement 3,0.27899999999999997,0.115,3
Beethoven,"Sonata No. 11 Bb major, Opus 22",Movement 4,0.49700000000000005,0.275,3
Beethoven,"Sonata No. 21 C major (Waldstein) , Opus 53",Movement 1,0.179,0.0713,3
Beethoven,"Sonata No. 21 C major (Waldstein) , Opus 53",Movement 2,0.0865,0.0015300000000000001,3
Beethoven,"Sonata No. 21 C major (Waldstein) , Opus 53",Movement 3,0.102,0.0315,3
Brahms,"4 Piano pieces, Opus 119",Rhapsodie,0.162,0.11199999999999999,3
Chopin,"5 Mazurkas, Opus 7",No. 1,0.44799999999999995,0.127,3
Chopin,"5 Mazurkas, Opus 7",No. 2,0.102,0.0437,3
Chopin,"Etudes, Opus 10",No. 1,0.39899999999999997,0.488,3
Chopin,"Etudes, Opus 10",No. 5,0.7340000000000001,0.336,4
Chopin,"Etudes, Opus 10",No. 12,0.22899999999999998,0.247,3
Chopin,"Grande Valse Brillante, Opus 18",Grande Valse Brillante,0.363,0.0858,3
Chopin,"Ballade G minor, Opus 23 ",Ballade,0.0717,0.17600000000000002,3
Liszt,Études d'exécution transcendante,No. 5 Feux Follets,0.45299999999999996,0.127,3
Liszt,Love dreams,No. 3,0.0343,0.0755,3
